Symbol,Issue_Name,Primary_Listing_Mkt
APLUF,APPLUS SVCS S A Ordinary Shares Spain(ES ),U
APLVF,AP Alternative Assets L P Units (Guernsey),U
APM,Aptorum Group Limited Class A Ordinary Shares,NASDAQ
APMBF,APM AUTOMATIVE HOLDINGS BHD Ordinary Shares,U
APMCF,Morien Resources Corp. Common Shares,U
APMFF,EAGLE GRAPHITE INC  Ordinary Shares,U
APMOF,ASPERMONT LTD Ordinary Shares (Australia),U
APMSF,"Aperam S.A., Luxembourg Ordinary Shares (Luxembourg)",U
APNHF,Aspen Pharmacare Holdings plc Ordinary Shares (South Africa),U
APNHY,Aspen Pharmacare Holdings plc Unsponsored ADR (South Africa),U
APNIF,APN INDUSTRIA REIT FULLY PAID ORDINARY UNITS STAPLED SECURITIES (Australia),U
APNLF,APN Property Group Ltd Ordinary shares (Australia),U
APO,"Apollo Global Management, Inc.",NYSE
APO PRA,"Apollo Global Management, Inc. 6.375% Series A Preferred Shares",NYSE
APO PRB,"Apollo Global Management, Inc. 6.375 percent Series B Preferred Shares",NYSE
APOG,"Apogee Enterprises, Inc. Common Stock",NASDAQ
APOOF,Apollo Tourism & Leisure Limited Ordinary Shares (Australia),U
APOP,Cellect Biotechnology Ltd. American Depositary Shares,NASDAQ
APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADRs,NASDAQ
APP,Applovin Corporation Class A Common Stock,NASDAQ
APPB,Applied Biosciences Corp. Common Stock,U
APPCF,APAC RESOURCES LTD Ordinary Shares,U
APPDW,APPLIED DNA SCIENCES INC WT EXP 11/15/2024,U
APPEF,Appen Ltd Common Shares,U
APPF,"AppFolio, Inc. Class A Common Stock",NASDAQ
APPH,"AppHarvest, Inc. Common Stock",NASDAQ
APPHW,"AppHarvest, Inc. Warrants",NASDAQ
APPIF,APPIER GROUP INC Common Stock (Japan),U
APPM,"Apparel Manufacturing Associates, Inc. Common Stock",U
APPN,Appian Corporation Class A Common Stock,NASDAQ
APPS,"Digital Turbine, Inc. Common Stock",NASDAQ
APPZ,"Monster Arts, Inc. Common Stock",U
APQT,Appliqate Inc Common Stock,U
APR,"Apria, Inc. Common Stock",NASDAQ
APRAF,Trailbreaker Resources Ltd Ordinary Shares,U
APRCP,Alabama Power Company 4.52 Preferred Stock,U
APRDM,Alabama Power Company 4.92 Preferred Stock,U
APRDN,Alabama Power Company 4.20 Preferred Stock,U
APRDO,Alabama Power Company 4.64 Preferred Stock,U
APRDP,Alabama Power Company 4.72 Preferred Stock,U
APRE,"Aprea Therapeutics, Inc. Common stock",NASDAQ
APRM,American Pacific Rim Commerce Corp. (FL) Common Stock,U
APRN,"Blue Apron Holdings, Inc. Class A Common Stock",NYSE
APRO,"Allegiant Professional Business Services, Inc. Common Stock",U
APRU,Apple Rush Company Inc Common Stock,U
APRZ,TrueShares Structured Outcome (April) ETF,BATS
APSG,Apollo Strategic Growth Capital,NYSE
APSG U,"Apollo Strategic Growth Capital Units, each consisting of one Class A Ordinary Share and one-third W",NYSE
APSG WS,"Apollo Strategic Growth Capital Warrants, each exercisable for one Class A Ordinary Share at an exer",NYSE
APSI,Aqua Power Systems Inc. Common Stock,U
APSKY,"Primorsk Shipping Corporation, Joint Stock Company Sponsored ADR (Russia)",U
APT,"Alpha Pro Tech, Ltd.",AMEX
APTCF,Advanced Proteome Therapeutics Corporation Common Shares,U
APTL,Alaska Pwr & Tel Co Common Stock,U
APTO,"Aptose Biosciences, Inc. Common Shares",NASDAQ
APTPF,Airports of Thailand Pblic Co Ltd Ordinary Shares,U
APTS,"Preferred Apartment Communities, Inc.",NYSE
APTSP,PREFERRED APT CMNTYS INC REDEEMABLE PFD SER A Preferred Stock,U
APTTF,Asian Pay Television Tr Units (Singapore),U
APTV,Aptiv PLC,NYSE
APTV PRA,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,NYSE
APTX,Aptinyx Inc. Common Stock,NASDAQ
APTY,APT Systems Inc. Common Stock,U
APVNF,ARISE Technologies Corporation Ordinary Shares  (Canada),U
APVO,Aptevo Therapeutics Inc. Common Stock,NASDAQ
APVS,"Applied Visual Sciences, Inc. Common Stock",U
APVTW,Aptevo Therapeutics Inc Warrant 03/07/2024,U
APWC,"Asia Pacific Wire & Cable Corporation, Ltd. Ordinary Shares (Bermuda)",NASDAQ
APWL,"Advanced Powerline Technologies, Inc. Common Stock",U
APXX,"Apex Resources, Inc. Common Stock",U
APXYY,Appen Ltd. American Depositary Receipts - Unsponsored,U
APXZF,Apptix ASA SHS (Norway),U
APYI,"Aspyra, Inc. Common Stock",U
APYP,"Appyea, Inc. Common Stock",U
APYRF,Allied Properties Real Estate Investment Trust Unit (Canada),U
APYX,Apyx Medical Corporation Common Stock,NASDAQ
AQAAF,Aqua Corp Public Company Ltd NVDR Shares (Thailand),U
AQARF,Aquila Resources Inc Ordinary Shares (Canada),U
AQB,"AquaBounty Technologies, Inc. Common Stock",NASDAQ
AQBN,AAB Natl Co. Common Stock,U
AQCP,AQ Corporation Common Stock,U
AQFD,"A Classified Ad, Inc. Common Stock",U
AQFH,"Aquesta Financial Holdings, Inc Common Stock",U
AQIS,Aquis Communications Group Inc. Common Stock,U
AQMS,"Aqua Metals, Inc. Common Stock",NASDAQ
AQN,Algonquin Power & Utilities Corp,NYSE
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due,NYSE
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July,NYSE
AQNU,Algonquin Power & Utilities Corp. Corporate Units,NYSE
AQQRF,Aquarius Surgical Technologies Inc Ordinary Shares (Canada),U
AQQSQ,AMERICAN SPECTRUM RLTY INC Common Stock undefined,U
AQSP,Acquired Sales Corp. Common Stock,U
AQST,"Aquestive Therapeutics, Inc. Common Stock",NASDAQ
AQSZF,AEQUUS PHARMACEUTICALS INC Common Shares (Canada),U
AQUA,Evoqua Water Technologies Corp. Common Stock,NYSE
AQUEF,AQUARIUS ENGINES A M LTD SHARE (Israel),U
AQUI,"Aquagold International, Inc. Common Stock",U
AQWA,Global X Funds Global X Clean Water ETF,NASDAQ
AQXNF,Alice Queen Ltd. Ordinary Shares (Australia),U
AR,ANTERO RESOURCES CORPORATION,NYSE
ARAFF,Arafura Resources NL Ordinary Shares (Australia),U
ARAO,"AuraSource, Inc. Common Stock",U
ARAT,Arax Hldgs Corp Common Stock,U
ARAV,"Aravive, Inc. Common Stock",NASDAQ
ARAY,Accuray Incorporated Common Stock,NASDAQ
ARB,AltShares Merger Arbitrage ETF,ARCA
ARBFF,ARB Corporation Ltd Ordinary Shares,U
ARBG,Aequi Acquisition Corp. Class A Common Stock,NASDAQ
ARBGU,Aequi Acquisition Corp. Unit,NASDAQ
ARBGW,Aequi Acquisition Corp. warrants,NASDAQ
ARBI,Arbios Systems Inc Common Stock,U
ARBKF,Argo Blockchain Plc Ordinary Shares (United Kingdom),U
ARBTF,Argo Gold Inc Ordinary Shares,U
ARBU,American Business Corporation New Common Stock,U
ARBV,American Riviera Bank Common Stock,U
ARC,"ARC Document Solutions, Inc.",NYSE
ARCAY,Arcadis NV New York Registry Shares,U
ARCB,ArcBest Corporation Common Stock,NASDAQ
ARCC,Ares Capital Corporation Common Stock,NASDAQ
ARCE,Arco Platform Limited Class A Common Shares,NASDAQ
ARCH,"Arch Resources, Inc.",NYSE
ARCM,Arrow Reserve Capital Management ETF,BATS
ARCNF,ARCANE CRYPTO AB Ordinary Shares,U
ARCO,ARCOS DORADOS HOLDINGS INC.,NYSE
ARCS,Arcis Resources Corporation Common Stock,U
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,NASDAQ
ARCUF,Arcus Development Group Inc. Common Shares (Canada),U
ARCVF,Arcadis NV Ordinary Shares,U
ARCW,"ARC Group Worldwide, Inc. Common Stock",U
ARCXF,ArcelorMittal South Africa Ordinary Shares (South Africa (ZA)),U
ARD,Ardagh Group S.A. Class A Common Shares,NYSE
ARDC,"ARES DYNAMIC CREDIT ALLOCATION FUND, INC.",NYSE
ARDDF,Ardiden Ltd Ordinary Shares (Australia),U
ARDLF,ARDENT LEISURE GROUP Ordinary Shares Australia(AU ),U
ARDNF,Argent Minerals Ltd. Perth Ordinary Shares (Australia),U
ARDS,Aridis Pharmaceuticals Inc. Common Stock,NASDAQ
ARDX,"Ardelyx, Inc. Common Stock",NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",NYSE
AREB,"American Rebel Holdings, Inc. Common Stock",U
AREC,American Resources Corporation Class A Common Stock,NASDAQ
ARECW,American Resources Corporation Warrants Expiring 08/27/2024,U
ARES,Ares Management Corporation Class A Common Stock,NYSE
ARESF,Artis Real Estate Invt Tr Trust Unit (Canada),U
ARET,"Arete Industries, Inc. Common Stock",U
AREVF,AREV NanoTec Brands Inc Common Shares,U
ARFXF,PROMIS NEUROSCIENCES INC Common Shares,U
ARGC,Arion Group Corp. Common Stock,U
ARGD,"Argo Group US, Inc. 6.500% Senior Notes due 2042",NYSE
ARGGY,Aston Martin Lagonda Global Holdings plc American Depositary Receipts - Unsponsored,U
ARGKF,Aggreko Plc Ordinary Shares,U
ARGL,"Argyle Security, Inc. Common Stock",U
ARGNF,Argen X NV Ordinary Shares (Netherlands),U
ARGO,"Argo Group International Holdings, Ltd.",NYSE
ARGO PRA,"Argo Group International Holdings, Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in",NYSE
ARGQ,"Argentum 47, Inc. Common Stock",U
ARGT,Global X MSCI Argentina ETF,ARCA
ARGTF,Artemis Gold Inc Common Stock (Canada),U
ARGW,Argus Worldwide Corp. Common Stock,U
ARGX,argenx SE American Depositary Shares,NASDAQ
ARGYF,AVANTI ENERGY INC Ordinary Shares,U
ARHCF,Alfresa Holdings Corp Tokyo Ordinary Shares (Japan),U
ARHH,Assure Hldgs Corp Common Stock,U
ARHI,"American Restaurant Holdings, Inc. Common Stock",U
ARHN,Archon Corporation Common Stock,U
ARHOF,Amrest Hldgs Se Ordinary Shares,U
ARHTF,"Arht Media, Inc. Ordinary Shares",U
ARHUF,AAK AB Ordinary Shares,U
ARHVF,Archer Ltd. Ordinary Shares (Bermuda),U
ARI,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",NYSE
ARINA,Arista Investors Corp. Class A Common Stock,U
ARIZF,Affinity Metals Corp.  Common Shares,U
ARKAF,Arkema Ordinary Shares (France),U
ARKAY,Arkema Sponsored ADR (France),U
ARKF,ARK Fintech Innovation ETF,ARCA
ARKG,ARK Genomic Revolution ETF,BATS
ARKK,ARK Innovation ETF,ARCA
ARKO,ARKO Corp. Common Stock,NASDAQ
ARKOW,ARKO Corp. Warrant,NASDAQ
ARKQ,ARK Autonomous Technology & Robotics ETF,BATS
ARKR,Ark Restaurants Corp. Common Stock,NASDAQ
ARKTF,PREMIER VETERINARY GROUP PLC  Ordinary Shares,U
ARKW,ARK Next Generation Internet ETF,ARCA
ARKX,ARK Space Exploration & Innovation ETF,BATS
ARL,"American Realty Investors, Inc.",NYSE
ARLCF,Air Partner Plc Ord Gbp0.01 (United Kingdom),U
ARLLF,Argan Neuilly Sur Seine Ordinary Shares (France),U
ARLO,"Arlo Technologies, Inc.",NYSE
ARLP,"Alliance Resource Partners, L.P. Common Units representing Limited Partners Interests",NASDAQ
ARLUF,Aristocrat Leisure Ltd Ord Ordinary Shares,U
ARMC,Asiarim Corporation Common Stock,U
ARME,Armor Electric Inc. Common Stock,U
ARMK,ARAMARK,NYSE
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",AMEX
ARMR,Armor US Equity Index ETF,ARCA
ARMT,AMeri Metro Inc Common Stock,U
ARMVF,Atrium Real Estate Investment Trust Units (Malaysia),U
ARMZF,Aura Minerals Inc Common Shares,U
ARNA,"Arena Pharmaceuticals, Inc. Common Stock",NASDAQ
ARNC,Arconic Corporation,NYSE
ARNGF,Argonaut Gold Inc Ordinary Shares (Canada),U
ARNI,"Arno Therapeutics, Inc. Common Stock",U
ARNNY,ASR Nederland NV American Depositary Receipts - Unsponsored (Netherlands),U
AROC,Archrock Inc,NYSE
AROW,Arrow Financial Corporation Common Stock,NASDAQ
AROZF,Aldoro Res Ltd Ordinary Shares (Australia),U
ARPC,Arem Pacific Corporation. Common Stock,U
ARPO,"Aerpio Pharmaceuticals, Inc. Common Stock",NASDAQ
ARPPF,Agripure Holdings Public Co Ltd Units Non -Voting Depository Receipt (Thailand),U
ARPTF,Airport City Ltd Ordinary Shares (Israel),U
ARQT,"Arcutis Biotherapeutics, Inc. Common Stock",NASDAQ
ARR,"ARMOUR Residential REIT, Inc.",NYSE
ARR PRC,"ARMOUR Residential REIT, Inc. 7.00% Series C Cumulative Redeemable Preferred Stock",NYSE
ARRAF,Arria Nlg Plc Ordinary Shares (United Kingdom),U
ARREF,"Amerigo Resources, Ltd. Ordinary Shares (Canada)",U
ARRHW,"Arch Resources, Inc. Warrant",U
ARRJF,ARJO AB Ordinary Shares (Sweden),U
ARRPY,Aeroports de Paris SA American Depositary Receipts - Unsponsored (France),U
ARRRF,Ardea Res Ltd Ordinary Shares (Australia),U
ARRT,"Artisan Consumer Goods, Inc. Common Stock",U
ARRW,Arrowroot Acquisition Corp. Class A common stock,NASDAQ
ARRWU,Arrowroot Acquisition Corp. Unit,NASDAQ
ARRWW,Arrowroot Acquisition Corp. Warrant,NASDAQ
ARRXF,Archer Materials Ltd Ordinary Shares,U
ARRY,"Array Technologies, Inc. Common Stock",NASDAQ
ARSC,American Security Resources Corporation Common Stock,U
ARSEF,Altai Resources Inc Ordinary Shares,U
ARSLF,Altima Resources Ltd Common Shares,U
ARSMF,ARES STRATEGIC MNG INC Common Shares,U
ARSN,AUREUS INC  Common Stock,U
ARSRF,Aeris Resources Ltd. Ordinary Shares (Australia),U
ARSSF,Assura Plc REIT (United Kingdom),U
ARST,Arista Financial Corp.  Common Stock,U
ARSUF,Fagron SA Ordinary Shares,U
ARTA,Artisan Acquisition Corp. Class A Ordinary Shares,NASDAQ
ARTAU,Artisan Acquisition Corp. Units,NASDAQ
ARTAW,Artisan Acquisition Corp. Warrants,NASDAQ
ARTD,"ARTISTdirect, Inc. Common Stock",U
ARTGF,AIRTHINGS ASA Ordinary Shares,U
ARTH,"Arch Therapeutics, Inc. Common Stock",U
ARTL,"Artelo Biosciences, Inc. Common Stock",NASDAQ
ARTLW,"Artelo Biosciences, Inc. Warrant",NASDAQ
ARTM,"American Nortel Communications, Inc. Common Stock",U
ARTNA,Artesian Resources Corporation Class A Common Stock,NASDAQ
ARTNB,Artesian Resources Corporation Class B Common Stock,U
ARTR,"AirTrona International, Inc. Common Stock",U
ARTTF,Artemis Resources Ltd West Perth WA Ordinary Shares (Australia),U
ARTW,"Art's-Way Manufacturing Co., Inc. Common Stock",NASDAQ
ARTZF,Artnet AG Ordinary Shares (Germany),U
ARUXF,Acrux Ltd Ordinary Shares (Australia),U
ARVCF,Areva-Societe Des Participations Du Commissariat A Lenerg Ordinary Shares (France),U
ARVL,Arrival Ordinary Shares,NASDAQ
ARVLW,Arrival Warrant,NASDAQ
ARVN,"Arvinas, Inc. Common Stock",NASDAQ
ARVY,Alliance Recovery Corporation Common Stock,U
ARW,"Arrow Electronics, Inc.",NYSE
ARWD,"Arrow Resources Development, Inc. Common Stock",U
ARWGF,Arrow Global Group PLC Ordinary Shares (United Kingdom),U
ARWJF,"Aroway Energy, Inc. Ordinary Shares (Canada)",U
ARWMF,AIRWAY MEDIX SA Ordinary Shares,U
ARWPF,ARROWHEAD PROPERTIES LTD Ordinary Shares,U
ARWR,"Arrowhead Pharmaceuticals, Inc. Common Stock",NASDAQ
ARXRF,Infinite Ore Corp.  Common Shares,U
ARXXL,AirXpanders Inc Shs Chess Depository Interests Rep 3 Shs,U
ARYC,Arrayit Corporation Common Stock,U
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,NASDAQ
ARYMF,Argosy Minerals Ltd Ordinary Shares (Australia),U
ARYX,"ARYx Therapeutics, Inc. Common Stock",U
ARZGF,Assicurazioni Generali Spa Ord Ordinary Shares,U
ARZGY,Assicurazioni Generali Spa Ord Unsponsored ADR (Italy),U
ARZTF,"Aryzta Ag, Zuerich Namen -Akt (Switzerland)",U
ARZTY,"Aryzta Ag, Zuerich Unsponsored ADR (Switzerland)",U
ASA,ASA GOLD AND PRECIOUS METALS LIMITED,NYSE
ASAAF,At& S Austria Technologie & & SystemTechnik AG Leoben (Austria),U
ASAGF,Australian Agricultural Co Ordinary Shares,U
ASAI,Sendas Distribuidora S.A. American Depositary Share (each representing one Common Share),NYSE
ASAIF,Artificial Solutions International AB Ordinary Shares (Sweden),U
ASAM,AssuranceAmerica Corporation Common Stock,U
ASAN,"Asana, Inc. Class A Common Stock",NYSE
ASAPF,Aurora Spine Corp Com (Canada),U
ASAQ,Atlantic Avenue Acquisition Corp,NYSE
ASAQ U,"Atlantic Avenue Acquisition Corp. Units, each consisting of one share of Class A common stock and on",NYSE
ASAQ WS,"Atlantic Avenue Acquisition Corp Warrants, each whole warrant exercisable for one share of Class A c",NYSE
ASASF,Asia Standard Intl Grp Ltd Ord Ordinary Shares,U
ASAV,Asi Aviation Inc Common Stock,U
ASAX,Astrea Acquisition Corp. Class A Common Stock,NASDAQ
ASAXU,Astrea Acquisition Corp. Unit,NASDAQ
ASAXW,Astrea Acquisition Corp. Warrant,NASDAQ
ASAZF,Assa Abloy AB Ordinary Shares (Sweden),U
ASAZY,Assa Abloy AB Unsponsored ADR (Sweden),U
ASB,Associated Banc-Corp,NYSE
ASB PRD,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated",NYSE
ASB PRE,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non",NYSE
ASB PRF,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated",NYSE
ASBFF,Associated British Foods Plc Ordinary Shares,U
ASBFY,Associated British Foods Plc American Depositary Shares,U
ASBIF,ASIT BIOTECH S A Ordinary Shares (Belgium),U
ASBRF,Asahi Group Holdings Ltd Ordinary Shares (Japan),U
ASC,ARDMORE SHIPPING CORPORATION,NYSE
ASCBQ,"Ascendia Brands, Inc Common Stock",U
ASCC,Aristocrat Group Corp Common Stock,U
ASCCF,Asics Corporation Ordinary Shares,U
ASCCY,Asics Corporation American Depositary Receipts (Unsponsored)(Japan),U
ASCJF,American Shipping Company ASA Ordinary Shares (Norway),U
ASCK,AUSCRETE CORP Common Stock,U
ASCLF,Ascletis Pharma Inc Ordinary Shares (Cayman Islands),U
ASCN,Absecon Bancorp Common Stock,U
ASCOF,Ascopiave SPA Treviso Ordinary Shares (Italy),U
ASDN,Astro Aerospace Ltd. Common Stock,U
ASDOF,Ansaldo Sts Spa Genova Ordinary Shares (Italy),U
ASDRF,Ascendant Res Inc Ordinary Shares,U
ASDZF,Arctic Star Expl Corp Common Shares,U
ASEA,Global X FTSE Southeast Asia ETF,ARCA
ASEJF,Apt Satellite Hldgs Ordinary Shares,U
ASEKF,Aisin Seiki Co Ltd Ordinary Shares,U
ASEKY,Aisin Corporation American Depositary Receipts - Unsponsored,U
ASET,FlexShares Trust FlexShares Real Assets Allocation Index Fund,NASDAQ
ASFAF,Asefa Pub Co Ltd NVDR Shares (Thailand),U
ASFJ,"ASFG, Inc. Common Stock",U
ASFT,"AppSoft Technologies, Inc. Common Stock",U
ASFX,"American Scientific Resources, Inc.  Common Stock (Nevada)",U
ASFZ,ASSOCIATES FIRST CAPITAL CORPORATION Residual Value Obligations,U
ASG,LIBERTY ALL-STAR GROWTH FD,NYSE
ASGI,Aberdeen Standard Global Infrastructure Income Fund,NYSE
ASGLF,AGC INC Ordinary Shares,U
ASGLY,AGC Inc. American Depositary Receipts - Unsponsored,U
ASGN,ASGN Incorporated,NYSE
ASGOF,Asante Gold Corporation Common Shares (Canada),U
ASGRF,Astralis A/S Ordinary Shares,U
ASGSY,Altri Sgps Sa Unsponsored ADR (Portugal),U
ASGTF,Altus group Ltd Common Stock,U
ASGXF,Asia Global Crossing Ltd. Class A Ordinary Shares,U
ASH,Ashland Global Holdings Inc.,NYSE
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,ARCA
ASHS,Xtrackers Harvest CSI 500 China A-Shares Small Cap ETF,ARCA
ASHTF,Ashtead Group Plc Ordinary Shares,U
ASHTY,Ashtead Group Plc Unsponsored ADR (United Kingdom),U
ASHX,Xtrackers MSCI China A Inclusion Equity ETF,ARCA
ASHXF,Progressive Planet Solutions Inc. Common Shares,U
ASIX,AdvanSix Inc.,NYSE
ASKE,Alaska Pacific Energy Corporation Common Stock,U
ASKH,"Astika Holdings, Inc. Com",U
ASKTF,Asetek A S Ordinary Shares (Denmark),U
ASLE,AerSale Corporation Common Stock,NASDAQ
ASLEF,Asaleo Care Ltd. Ordinary Shares (Australia),U
ASLEW,AerSale Corporation Warrants,NASDAQ
ASLM,American Silver Mining Co Common Stock,U
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,NASDAQ
ASLRF,Alien Metals Ltd Common Shares,U
ASM,Avino Silver & Gold Mines Ltd. (Canada),AMEX
ASMB,"Assembly Biosciences, Inc. Common Stock",NASDAQ
ASMIY,ASM International N.V. NY Registry Shares,U
ASML,ASML Holding N.V. New York Registry Shares,NASDAQ
ASMLF,ASML Holding N.V. Ordinary Shares (Netherlands),U
ASMMF,Australian Strategic Materials Ltd. Ordinary Shares (Australia),U
ASMOF,Astro Malaysia Holdings BHD Ordinary Shares (Malaysia),U
ASMVF,Asm Pacific Technology Ltd Ordinary Shares,U
ASMVY,Asm Pacific Technology Ltd Unsponsored ADR (Caymans Islands),U
ASMXF,ASM International NV Ordinary Shares (Netherlands),U
ASNB,EKIMAS Corporation  Common Stock,U
ASNCF,A Sonic Aerospace Ltd Ordinary Shares,U
ASND,Ascendis Pharma A/S American Depositary Shares,NASDAQ
ASNGF,ABF Singapore Bond Index Fund Units (Singapore),U
ASNHF,"Avidus Management Group, Inc. Ordinary Shares (Canada)",U
ASNT,Arias Intel Corp. Common Stock,U
ASNXF,Asante Inc Ordinary Shares (Japan),U
ASO,"Academy Sports and Outdoors, Inc. Common Stock",NASDAQ
ASOMF,ASOS Plc Ordinary Shares (United Kingdom),U
ASOMY,ASOS Plc Unsponsored ADR (United Kingdom),U
ASOZF,Asseco Poland S.A. Ordinary Shares (Poland),U
ASOZY,Asseco Poland S.A. Sponsored ADR (Poland),U
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,NASDAQ
ASPCF,ACERUS PHARMACEUTICALS CORP Common Shares,U
ASPCU,Alpha Capital Acquisition Company Unit,NASDAQ
ASPCW,Alpha Capital Acquisition Company Warrant,NASDAQ
ASPD,"ASPEN DIGITAL, INC. DIGITAL TOKEN REPSTG COM Other",U
ASPGF,ASPIRE GLOBAL PLC GBP 0.0025 Ordinary Shares (Malta),U
ASPHF,ASCENTAGE PHARMA GROUP INTL HKD SHS (Cayman Islands),U
ASPL,Aspirational Consumer Lifestyle Corp.,NYSE
ASPL U,"Aspirational Consumer Lifestyle Corp. Units, each consisting of one Class A ordinary share and one-t",NYSE
ASPL WS,"Aspirational Consumer Lifestyle Corp. Redeemable Warrants, each whole warrant exercisable for one Cl",NYSE
ASPN,"Aspen Aerogels, Inc.",NYSE
ASPR,"Adsouth Partners, Inc. Common Stock",U
ASPS,Altisource Portfolio Solutions S.A. Common Stock,NASDAQ
ASPT,ALADDIN SEPARATION TECHNOLOGIES INC Common Stock,U
ASPU,Aspen Group Inc. Common Stock,NASDAQ
ASPW,"Arista Power, Inc. Common Stock",U
ASPXF,Aspire Mining Ltd Ordinary Shares,U
ASPY,ASYMshares ASYMmetric 500 ETF,ARCA
ASPZ,Asia Properties Inc Common Stock,U
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. American Depositary Shares",NYSE
ASRAF,A S Roma Spa Roma Az Shares (Italy),U
ASRE,ASTRA ENERGY INC Common Stock,U
ASRMF,Grupo Aeroportuario Del Sureste S.A. De C.V. Series B Shares (Mexico),U
ASRPF,ASARINA PHARMA AB SHARE AK (Sweden),U
ASRRF,ASR NEDERLAND N.V. Ordinary Shares (Netherlands),U
ASRT,"Assertio Holdings, Inc. Common Stock",NASDAQ
ASRV,AmeriServ Financial Inc. Common Stock,NASDAQ
ASRVP,"AmeriServ Financial Inc. AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities, Series A",NASDAQ
ASSF,Assisted 4 Living Inc Common Stock,U
ASSPF,AP Thailand PCL Units Non Voting Depositary Receipt (Thailand),U
ASTC,Astrotech Corporation (DE) Common Stock,NASDAQ
ASTE,"Astec Industries, Inc. Common Stock",NASDAQ
ASTI,ASCENT SOLAR TECHNOLOGIES INC Common Stock,U
